"Room","Title","Description","Singers (one line)","YoutubeID"
"D4 Media","മതം ഒരു വരം | Theme Song | Thanima Kalasahithya Vedhi Kochi | Islam Campaign","മതം ഒരു വരം | Theme Song | Thanima Kalasahithya Vedhi Kochi | Islam Campaign | Lyric: Faisal Kochi | Singers: Shamsu Maloth, Nabeela | Music: IM Shakeer | Mixing, Mastering: Abdul Hakeem | Coordination: AS Muhammed","Shamsu Maloth, Nabeela","dPSHNEG5SJM"
"D4 Media","മതമൂറ്റും മധുരത്തില്‍ / ഹുസ്‌ന, തബസ്സുന്നിസ, നശീദ","മിന്നാമിനുങ്ങ് | രചന: യു.കെ അബൂസഹ് ല | സംഗീതം: സമീര്‍ ബിന്‍സി, അക്ബര്‍ മലപ്പുറം | ആവിഷ്‌കാരം: എസ്.ഐ.ഒ സംവേദന വേദി | പാടിയത് : മതമൂറ്റും മധുരത്തില്‍ | ഹുസ്‌ന, തബസ്സുന്നിസ, നശീദ","മതമൂറ്റും മധുരത്തില്‍","RgFQ-nsRF-I"
"D4 Media","മർദ്ദനമുറയാൽ | Mardhana Murayaal | Mizhippookkal | Islamic Song","മർദ്ദനമുറയാൽ | മിഴിപ്പൂക്കൾ | രചന: പി.കെ ഗോപി | സംവിധാനം: ചാന്ദ് പാഷ | ആലാപനം: മധു ബാലകൃഷ്ണൻ, ശരീഫ് കൊച്ചിൻ, | ചങ്ങന്നൂർ ശ്രീകുമാർ, സിബെല്ല, രഹ്‌ന, പ്രകാശൻ മണ്ണൂർ | Mardhana Murayaal | Mizhippookkal | Composer: P.K Gopi | Direction: Chand Pasha | Singers: Madhu Balakrishnan, Shereef Cochin, | Changannoor Sreekumar, Cibella, Rahna, Prakashan Mannoor | © D4media","മധു ബാലകൃഷ്ണൻ, ശരീഫ് കൊച്ചിൻ,","wvxYm20Jh98"
"D4 Media","മഴവില്ലിന്റെ പകല്‍ /3 വഴിയടഞ്ഞ കലാലയ മതിലില്‍..","ഗാനരചന: ജമീല്‍ അഹ്മദ്, തൗഫീഖ് എം.എസ് | അമീന്‍ മുഹമ്മദ് കാരക്കുന്ന് | സംഗീതം: അമീന്‍ യാസിര്‍ | ആലാപനം: | സുരേഷ് ചെറുകോട്, അമീന്‍ യാസിര്‍, സിദ്‌റത്തുല്‍ മുന്‍ത്തഹ, അരുണ്‍ കൃഷ്ണ | സ്റ്റുഡിയോ: | ഹിമ ഓഡിയോ വിഷ്വല്‍ ലാബ്, മലപ്പുറം","Not credited","TgcdgcipJEU"
"D4 Media","മഴവില്ലിന്റെ പകല്‍ /4 മഴവില്ലിന്‍ കാലമായി..","ഗാനരചന: ജമീല്‍ അഹ്മദ്, തൗഫീഖ് എം.എസ് | അമീന്‍ മുഹമ്മദ് കാരക്കുന്ന് | സംഗീതം: അമീന്‍ യാസിര്‍ | ആലാപനം: | സുരേഷ് ചെറുകോട്, അമീന്‍ യാസിര്‍, സിദ്‌റത്തുല്‍ മുന്‍ത്തഹ, അരുണ്‍ കൃഷ്ണ | സ്റ്റുഡിയോ: | ഹിമ ഓഡിയോ വിഷ്വല്‍ ലാബ്, മലപ്പുറം","Not credited","c1PzqfWZVXU"
"D4 Media","മഴവില്ലിന്റെ പകല്‍ /7 ആ വലം കൈനീട്ടുക...","ഗാനരചന: ജമീല്‍ അഹ്മദ്, തൗഫീഖ് എം.എസ് | അമീന്‍ മുഹമ്മദ് കാരക്കുന്ന് | സംഗീതം: അമീന്‍ യാസിര്‍ | ആലാപനം: | സുരേഷ് ചെറുകോട്, അമീന്‍ യാസിര്‍, സിദ്‌റത്തുല്‍ മുന്‍ത്തഹ, അരുണ്‍ കൃഷ്ണ | സ്റ്റുഡിയോ: | ഹിമ ഓഡിയോ വിഷ്വല്‍ ലാബ്, മലപ്പുറം","Not credited","CnTAVLjljrI"
"D4 Media","മഴവില്ലിന്റെ പകല്‍ /8 സാര്‍വ്വലൗകിക നീലിമയും...","ഗാനരചന: ജമീല്‍ അഹ്മദ്, തൗഫീഖ് എം.എസ് | അമീന്‍ മുഹമ്മദ് കാരക്കുന്ന് | സംഗീതം: അമീന്‍ യാസിര്‍ | ആലാപനം: | സുരേഷ് ചെറുകോട്, അമീന്‍ യാസിര്‍, സിദ്‌റത്തുല്‍ മുന്‍ത്തഹ, അരുണ്‍ കൃഷ്ണ | സ്റ്റുഡിയോ: | ഹിമ ഓഡിയോ വിഷ്വല്‍ ലാബ്, മലപ്പുറം","Not credited","6Vdq7TQ1LJM"
"D4 Media","മഴവില്ലിന്റെ പകല്‍/ 2 പേനത്തുമ്പില്‍ പകലുതീര്‍ക്കും..","ഗാനരചന: ജമീല്‍ അഹ്മദ്, തൗഫീഖ് എം.എസ് | അമീന്‍ മുഹമ്മദ് കാരക്കുന്ന് | സംഗീതം: അമീന്‍ യാസിര്‍ | ആലാപനം: | സുരേഷ് ചെറുകോട്, അമീന്‍ യാസിര്‍, സിദ്‌റത്തുല്‍ മുന്‍ത്തഹ, അരുണ്‍ കൃഷ്ണ | സ്റ്റുഡിയോ: | ഹിമ ഓഡിയോ വിഷ്വല്‍ ലാബ്, മലപ്പുറം","Not credited","uLJS5LUwa2g"
"D4 Media","മഴവില്ലിന്റെ പകല്‍/ 5 നദിയേ നദിയേ എന്നും...","ഗാനരചന: ജമീല്‍ അഹ്മദ്, തൗഫീഖ് എം.എസ് | അമീന്‍ മുഹമ്മദ് കാരക്കുന്ന് | സംഗീതം: അമീന്‍ യാസിര്‍ | ആലാപനം: | സുരേഷ് ചെറുകോട്, അമീന്‍ യാസിര്‍, സിദ്‌റത്തുല്‍ മുന്‍ത്തഹ, അരുണ്‍ കൃഷ്ണ | സ്റ്റുഡിയോ: | ഹിമ ഓഡിയോ വിഷ്വല്‍ ലാബ്, മലപ്പുറം","Not credited","o9CH-L4CS-Y"
"D4 Media","മഴവില്ലിന്റെ പകല്‍/ 6 അറബി നാട്ടിന്നക്കരെനിന്നെ...","ഗാനരചന: ജമീല്‍ അഹ്മദ്, തൗഫീഖ് എം.എസ് | അമീന്‍ മുഹമ്മദ് കാരക്കുന്ന് | സംഗീതം: അമീന്‍ യാസിര്‍ | ആലാപനം: | സുരേഷ് ചെറുകോട്, അമീന്‍ യാസിര്‍, സിദ്‌റത്തുല്‍ മുന്‍ത്തഹ, അരുണ്‍ കൃഷ്ണ | സ്റ്റുഡിയോ: | ഹിമ ഓഡിയോ വിഷ്വല്‍ ലാബ്, മലപ്പുറം","Not credited","JwEMyRb4qCc"
"D4 Media","മാനവന്നീ ലോകമാകെ/ഷാനവാസ്, സാജിദ","മിന്നാമിനുങ്ങ് | രചന: യു.കെ അബൂസഹ് ല | സംഗീതം: സമീര്‍ ബിന്‍സി, അക്ബര്‍ മലപ്പുറം | ആവിഷ്‌കാരം: എസ്.ഐ.ഒ സംവേദന വേദി | പാടിയത് : ഷാനവാസ്, സാജിദ","ഷാനവാസ്, സാജിദ","fQfPiZmPvyY"
"D4 Media","മാപ്പുതരൂ മാതാവേ | Mappu Tharoo Mathave | Mizhippookkal | Islamic Song","മാപ്പുതരൂ മാതാവേ | മിഴിപ്പൂക്കൾ | രചന: പി.കെ ഗോപി | സംവിധാനം: ചാന്ദ് പാഷ | ആലാപനം: മധു ബാലകൃഷ്ണൻ, ശരീഫ് കൊച്ചിൻ, | ചങ്ങന്നൂർ ശ്രീകുമാർ, സിബെല്ല, രഹ്‌ന, പ്രകാശൻ മണ്ണൂർ | Mappu Tharoo Mathave | Mizhippookkal | Composer: P.K Gopi | Direction: Chand Pasha | Singers: Madhu Balakrishnan, Shereef Cochin, | Changannoor Sreekumar, Cibella, Rahna, Prakashan Mannoor | © D4media","മധു ബാലകൃഷ്ണൻ, ശരീഫ് കൊച്ചിൻ,","doET7W4DJwg"
"D4 Media","മാറട്ടെ മാറട്ടെ...   നസറുള്ള വാഴക്കാട്‌/ശരീഫ് കൊച്ചിന്‍","മാറട്ടെ മാറട്ടെ...   നസറുള്ള വാഴക്കാട്‌/ശരീഫ് കൊച്ചിന്‍","Not credited","9tOnDc_odEY"
"D4 Media","മിന്നിതിളങ്ങും/ സതീഷ് ബാബു, കോറസ്‌","മിന്നാമിനുങ്ങ് | രചന: യു.കെ അബൂസഹ് ല | സംഗീതം: സമീര്‍ ബിന്‍സി, അക്ബര്‍ മലപ്പുറം | ആവിഷ്‌കാരം: എസ്.ഐ.ഒ സംവേദന വേദി | പാടിയത് : സതീഷ് ബാബു, കോറസ്‌ | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍","സതീഷ് ബാബു, കോറസ്‌","ldkw2ZVq91A"
"D4 Media","യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | ഉണര്‍ത്തുപാട്ടുമായ്‌ | Islamic Song","ഉണര്‍ത്തുപാട്ടുമായ്‌ | യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | സോളിഡാരിറ്റി","Not credited","Z1fM4z2CT-0"
"D4 Media","യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | കണ്ണീര് പെയ്യുന്നു | Islamic Song","യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | കണ്ണീര് പെയ്യുന്നു | സോളിഡാരിറ്റി | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍ | 8 ആദം - കുട്ടികള്‍ക്കായുള്ള അറിവിന്റെ പാട്ടുകള്‍ | 9. വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും","Not credited","goxWeXOeivI"
"D4 Media","യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | നീതികെട്ട | Islamic Song","നീതികെട്ട | യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | സോളിഡാരിറ്റി","Not credited","T5x-CBk_bQA"
"D4 Media","യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | നീതിയെ കുഴിമൂടി | Islamic Song","നീതിയെ കുഴിമൂടി | യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | സോളിഡാരിറ്റി","Not credited","m-rUqq0SQWY"
"D4 Media","യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | പൊരുതിടാനൊരു | Islamic Song","പൊരുതിടാനൊരു | യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | സോളിഡാരിറ്റി","Not credited","uXRvlF4Er8Q"
"D4 Media","യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | പോര്‍വിളിക്കുക | Islamic Song","യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | പോര്‍വിളിക്കുക | Islamic Song","Not credited","11hHAjDhfk4"
"D4 Media","യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | യുവതക്കുണ്ടൊരു ദൗത്യം | Islamic Song","യുവതക്കുണ്ടൊരു ദൗത്യം | യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | സോളിഡാരിറ്റി","Not credited","vWt4NvKCKfU"
"D4 Media","യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | സാമ്രാജ്യത്ത്വ കഴുകന്‍മാര്‍ | Islamic Song","സാമ്രാജ്യത്ത്വ കഴുകന്‍മാര്‍ | യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | സോളിഡാരിറ്റി","Not credited","PLuSA9c_IQs"
"D4 Media","വ യദൂറു | Va Yadhooru | Abathaah | Islamic Song","വ യദൂറു | അബതാഹ്‌ | സംഗീതം: ചാന്ദ് പാഷ | ആലാപനം: ശരീഫ് കൊച്ചിൻ, രഹ്ന, മുഹമ്മദ് കുട്ടി | Va Yadhooru | Abathaah | Composing: Chand Pasha | Singers: Shereef Cochin, Rahna, Muhammad Kutty | © D4media","ശരീഫ് കൊച്ചിൻ, രഹ്ന, മുഹമ്മദ് കുട്ടി","jLpJ4R5TyFA"
"D4 Media","വരുന്നു ‍‌ഞങ്ങള്‍ | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Malarvadi Balasangam","വരുന്നു ‍‌ഞങ്ങള്‍... | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Orumikam Othukalikam | Malarvadi Balasangam | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍ | 8 ആദം - കുട്ടികള്‍ക്കായുള്ള അറിവിന്റെ പാട്ടുകള്‍ | 9. വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും","Not credited","63sTAbWuf6g"
"D4 Media","വസും തു | Vasum Thu | Abathaah | Islamic Song","വസും തു | അബതാഹ്‌ | സംഗീതം: ചാന്ദ് പാഷ | ആലാപനം: ശരീഫ് കൊച്ചിൻ, രഹ്ന, മുഹമ്മദ് കുട്ടി | Vasum Thu | Abathaah | Composing: Chand Pasha | Singers: Shereef Cochin, Rahna, Muhammad Kutty | © D4media","ശരീഫ് കൊച്ചിൻ, രഹ്ന, മുഹമ്മദ് കുട്ടി","3guxnBX15Hs"
"D4 Media","വാടി നല്ല മലര്‍വാടി | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Malarvadi Balasangam","വാടി നല്ല മലര്‍വാടി...... | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Orumikam Othukalikam | Malarvadi Balasangam | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍ | 8 ആദം - കുട്ടികള്‍ക്കായുള്ള അറിവിന്റെ പാട്ടുകള്‍ | 9. വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും","Not credited","wKSJQL3WfsA"
"D4 Media","വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും / കാരുണ്യത്തിന്‍","വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും / കാരുണ്യത്തിന്‍","Not credited","-FLquSusv1M"
"D4 Media","വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും / ദിനം ദിനേ കനത്ത","വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും / ദിനം ദിനേ കനത്ത","Not credited","fsx322Eu02Y"
"D4 Media","വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും / നിന്നിലേക്കല്ലോ മുഖം","വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും / നിന്നിലേക്കല്ലോ മുഖം","Not credited","IzogT2Zptlc"
"D4 Media","വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും / നേരു പൂത്തൊരുu","വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും / നേരു പൂത്തൊരു","Not credited","GSRAf7eVCW0"
"D4 Media","വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും / പടച്ചോന്റെ ദ","വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും / പടച്ചോന്റെ ദ","Not credited","t4hhS26wKZ0"
"D4 Media","വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും / പടച്ചോന്റെ ദാസരേ","വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും / പടച്ചോന്റെ ദാസരേ","Not credited","R5u3nn-4DTg"
"D4 Media","വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും / മരുഭൂമിയില്‍","വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും / മരുഭൂമിയില്‍","Not credited","iuKP-NI7cl4"
"D4 Media","വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും /കവിത (ചുവന്ന കുപ്പായമിട്ട സുഹൃത്തിന്)","വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും /കവിത (ചുവന്ന കുപ്പായമിട്ട സുഹൃത്തിന്)","Not credited","C6QofSmDzOM"
"D4 Media","വിരിയട്ടെ സൗഹൃദം പൂക്കുന്ന പുലരികൾ | Lyric Video|Theme Song | ഇസ്‌ലാം ആശയ സംവാദത്തിന്റെ സൗഹൃദ നാളുകൾ","വിരിയട്ടെ സൗഹൃദം പൂക്കുന്ന പുലരികൾ | Lyric Video | Theme Song | ഇസ്‌ലാം ആശയ സംവാദത്തിന്റെ സൗഹൃദ നാളുകൾ | Lyrics: TKM Iqbal | Music: Ubaid | Singer : Mithulesh cholakkal | Chorus: Sinov Raj, Sabnas | Recording & Mixing: Khayal Audios Calicut | Video Editing: Saed Kodungallur | Production: D4 Media","Mithulesh cholakkal","wnc_w95Z7Q4"
"D4 Media","വിലപിച്ചു ഞാനിരിക്കേ | Vilapichu Njanirikke | Mizhippookkal | Islamic Song","വിലപിച്ചു ഞാനിരിക്കേ | മിഴിപ്പൂക്കൾ | രചന: പി.കെ ഗോപി | സംവിധാനം: ചാന്ദ് പാഷ | ആലാപനം: മധു ബാലകൃഷ്ണൻ, ശരീഫ് കൊച്ചിൻ, | ചങ്ങന്നൂർ ശ്രീകുമാർ, സിബെല്ല, രഹ്‌ന, പ്രകാശൻ മണ്ണൂർ | Vilapichu Njanirikke | Mizhippookkal | Composer: P.K Gopi | Direction: Chand Pasha | Singers: Madhu Balakrishnan, Shereef Cochin, | Changannoor Sreekumar, Cibella, Rahna, Prakashan Mannoor | © D4media","മധു ബാലകൃഷ്ണൻ, ശരീഫ് കൊച്ചിൻ,","zWz6G7vIjnY"
"D4 Media","വ്രണപ്പെട്ട മനസ്സേ | Vranappetta Manasse | Mizhippookkal | Islamic Song","വ്രണപ്പെട്ട മനസ്സേ | മിഴിപ്പൂക്കൾ | രചന: പി.കെ ഗോപി | സംവിധാനം: ചാന്ദ് പാഷ | ആലാപനം: മധു ബാലകൃഷ്ണൻ, ശരീഫ് കൊച്ചിൻ, | ചങ്ങന്നൂർ ശ്രീകുമാർ, സിബെല്ല, രഹ്‌ന, പ്രകാശൻ മണ്ണൂർ | Vranappetta Manasse | Mizhippookkal | Composer: P.K Gopi | Direction: Chand Pasha | Singers: Madhu Balakrishnan, Shereef Cochin, | Changannoor Sreekumar, Cibella, Rahna, Prakashan Mannoor | © D4media","മധു ബാലകൃഷ്ണൻ, ശരീഫ് കൊച്ചിൻ,","Qbrzz96H8A8"
"D4 Media","സൗഹൃദ കേരളം പെൺകൂട്ടായ്മ | Theme Song | Sidrathul Munthaha | JIH Womens Wing Kerala","സൗഹൃദ കേരളം പെൺകൂട്ടായ്മ | Theme Song | Sidrathul Munthaha | JIH Womens Wing Kerala | Lyrics : @zainabchavakkad3171 | Vocal and Composing : @SidrathulMunthaha | Music Production: Bayanuzzaman (Brook Studios) | Mixing & Mastering: Bayanuzzaman | Recording : Melodia Pro Studio | Video: Badeeuzaman | Creative support: D4Media","Not credited","s6Jmc0uo5rM"
"D4 Media","സ്വര്‍ഗം അണഞ്ഞ/ഇസ്സുദ്ദീന്‍","മിന്നാമിനുങ്ങ് | രചന: യു.കെ അബൂസഹ് ല | സംഗീതം: സമീര്‍ ബിന്‍സി, അക്ബര്‍ മലപ്പുറം | ആവിഷ്‌കാരം: എസ്.ഐ.ഒ സംവേദന വേദി | പാടിയത് : ഇസ്സുദ്ദീന്‍","ഇസ്സുദ്ദീന്‍","8_0qGB98070"
"D4 Media","സ്വേച്ഛാധികാരമേ | Swechaadhikarame | Mizhippookkal | Islamic Song","സ്വേച്ഛാധികാരമേ | മിഴിപ്പൂക്കൾ | രചന: പി.കെ ഗോപി | സംവിധാനം: ചാന്ദ് പാഷ | ആലാപനം: മധു ബാലകൃഷ്ണൻ, ശരീഫ് കൊച്ചിൻ, | ചങ്ങന്നൂർ ശ്രീകുമാർ, സിബെല്ല, രഹ്‌ന, പ്രകാശൻ മണ്ണൂർ | Swechaadhikarame | Mizhippookkal | Composer: P.K Gopi | Direction: Chand Pasha | Singers: Madhu Balakrishnan, Shereef Cochin, | Changannoor Sreekumar, Cibella, Rahna, Prakashan Mannoor | © D4media","മധു ബാലകൃഷ്ണൻ, ശരീഫ് കൊച്ചിൻ,","PPjiavzoJd8"
"D4 Media","ഹഖായ നാഥന്റെ വഴിയില്‍..  (ഗാനം) / റഹ് മാന്‍ മുന്നൂര്‌","ഹഖായ നാഥന്റെ വഴിയില്‍..  (ഗാനം) / റഹ് മാന്‍ മുന്നൂര്‌","Not credited","rLTI6Fx9OU4"
"Thanima Kala Sahithya Vedi","തനിമ കലാസാഹിത്യ വേദി നടത്തിയ ഈദ് മെഹ്ഫിൽ പരുവാടിയിൽ ഞാൻ പാടിയ ഗാനം ","No description provided","Not credited","RnQ6IMH4tkU"
"Thanima Kala Sahithya Vedi","പ്രാ‍ർഥന വീഡിയോ ഗാനം | Dua video song | Thanima Kalasahithya Vedi | Eid Malayalam song","പ്രാ‍ർഥന വീഡിയോ ഗാനം | Dua video song | Thanima Kalasahithya Vedi | Eid Malayalam song | മ്യൂസിക്: അബ്ദുൽ സലാം | രചന: ഫൈസൽ കൊച്ചി | പാടിയവർ: ഷംസു, സിറാജ്, നബീല, സഹല, സ്വാലിഹ | ഓർക്കസ്‌ട്രേഷൻ: ഐഎം ഷക്കീർ | മിക്സിംഗ് മാസ്റ്ററിംഗ്‌: അബ്ദുൽ ഹക്കീം","ഷംസു, സിറാജ്, നബീല, സഹല, സ്വാലിഹ","PJeAx2hjSsM"
"Thanima Kala Sahithya Vedi","മതം ഒരു വരം | Theme Song | Thanima Kalasahithya Vedhi Kochi | Islam Campaign","മതം ഒരു വരം | Theme Song | Thanima Kalasahithya Vedhi Kochi | Islam Campaign | Lyric: Faisal Kochi | Singers: Shamsu Maloth, Nabeela | Music: IM Shakeer | Mixing, Mastering: Abdul Hakeem | Coordination: AS Muhammed","Shamsu Maloth, Nabeela","dPSHNEG5SJM"
"Malarvadi Balasangam","Balolsavam veendum Varavaayi","Malarvadi Kilukiloos","Not credited","I8S11dGlgHo"
"Malarvadi Balasangam","Kilukiloos 2 1","No description provided","Not credited","SghH2mNdoqQ"
"Malarvadi Balasangam","Kilukiloos 2 2","No description provided","Not credited","NQNo3lUQ5tA"
"Malarvadi Balasangam","Kilukiloos 2 3","No description provided","Not credited","o-3Fjo0mz4Q"
"Malarvadi Balasangam","Kilukiloos 2 4","No description provided","Not credited","rM-0ejBcg7c"
"Malarvadi Balasangam","Kilukiloos 2 5","No description provided","Not credited","93GgOQH3ywY"
"Malarvadi Balasangam","malarvadi # balasangam #ramadan song","മലർവാടി ബാലസംഘം കേരളയുടെ റമദാൻ ആശംസകൾ","Not credited","TZOT_1KMyVs"
"Malarvadi Balasangam","Malarvadi Balasangam song","No description provided","Not credited","b8zan14LP30"
"Malarvadi Balasangam","malarvadi balasangam song thudithalam KALIYOONJAL","No description provided","Not credited","F1AQend3qPE"
"Malarvadi Balasangam","Malarvadi Balasangam Songs| arivanne","- video upload powered by https://www.TunesToTube.com","Not credited","0ljo6moDzME"
"Malarvadi Balasangam","Malarvadi Balasangam Songs| kalthe thodde njan","- video upload powered by https://www.TunesToTube.com","Not credited","K0gRcco1Sjk"
"Malarvadi Balasangam","Malarvadi Balasangam Songs| muttathe vaddathil","- video upload powered by https://www.TunesToTube.com","Not credited","TvpnHBSdID4"
"Malarvadi Balasangam","Malarvadi KIDDOS TV Eid Show:Song By Aisha Banu Shamnad","Aisha Banu Shamnad From Rose Unit Singing ""Neela niravaanil.."" | Performing For #MalrvadiKIDDOSTV Eid Show","Not credited","d0RUhEaczDU"
"Malarvadi Balasangam","malarvadi kilukiloos album sog.flv","malarvadi balasangam","Not credited","YK7kfhC_Yxk"
"Malarvadi Balasangam","ആകാശത്ത് |  ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Malarvadi Balasangam","ആകാശത്ത്..... | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Orumikam Othukalikam | Malarvadi Balasangam | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍ | 8 ആദം - കുട്ടികള്‍ക്കായുള്ള അറിവിന്റെ പാട്ടുകള്‍ | 9. വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും","Not credited","q0-U0pjWH_g"
"Malarvadi Balasangam","ഒന്നിച്ചൊന്നായ് | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Malarvadi Balasangam","ഒന്നിച്ചൊന്നായ്... | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Orumikam Othukalikam | Malarvadi Balasangam | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍ | 8 ആദം - കുട്ടികള്‍ക്കായുള്ള അറിവിന്റെ പാട്ടുകള്‍ | 9. വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും","Not credited","KwNyCm7Fczc"
